Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"WN","05/27/2023","0585","N8675A","BWI","12:05","12:01","65","63","-4","11:59","2","0","0","0","0","0"
"WN","05/27/2023","1122","N8737L","TPA","14:10","13:57","170","156","-13","13:55","2","0","0","0","0","0"
"WN","05/27/2023","2754","N8303R","BWI","22:15","00:35","70","63","140","00:31","4","0","0","0","0","140"
"WN","05/27/2023","3718","N8836Q","MCO","15:30","15:32","160","159","2","15:28","4","0","0","0","0","0"
"WN","05/28/2022","2054","N8322X","TPA","09:55","09:39","165","155","-16","09:36","3","0","0","0","0","0"
"WN","05/28/2022","2963","N8520Q","BWI","21:00","21:26","70","62","26","21:24","2","26","0","0","0","0"
"WN","05/28/2022","3713","N404WN","BWI","11:55","12:25","70","68","30","12:22","3","9","0","0","0","21"
"WN","05/28/2022","3884","N276WN","MCO","13:10","13:25","165","170","15","13:23","2","0","0","5","0","10"
"WN","05/28/2023","0585","N7852A","BWI","12:00","11:53","70","65","-7","11:48","5","0","0","0","0","0"
"WN","05/28/2023","0675","N965WN","BWI","17:10","17:11","75","62","1","17:09","2","0","0","0","0","0"
"WN","05/28/2023","0997","N8567Z","BWI","23:25","23:11","75","65","-14","23:07","4","0","0","0","0","0"
"WN","05/29/2022","0503","N245WN","BWI","18:10","18:06","70","61","-4","18:04","2","0","0","0","0","0"
"WN","05/29/2022","0709","N8637A","BWI","22:55","22:54","70","60","-1","22:51","3","0","0","0","0","0"
"WN","05/29/2022","1683","N208WN","BWI","14:50","14:46","70","60","-4","14:42","4","0","0","0","0","0"
"WN","05/29/2023","0675","N8565Z","BWI","15:50","15:39","70","60","-11","15:35","4","0","0","0","0","0"
"WN","05/29/2023","2255","N8318F","BWI","00:05","00:18","70","60","13","00:15","3","0","0","0","0","0"
"WN","05/29/2023","2905","N8693A","BWI","12:00","11:53","70","65","-7","11:50","3","0","0","0","0","0"
"WN","05/30/2022","0503","N7725A","BWI","18:10","17:50","70","57","-20","17:47","3","0","0","0","0","0"
"WN","05/30/2022","0709","N8541W","BWI","22:55","22:37","70","59","-18","22:34","3","0","0","0","0","0"
"WN","05/30/2022","1683","N8526W","BWI","14:50","14:52","70","65","2","14:49","3","0","0","0","0","0"
"WN","05/30/2023","0675","N8664J","BWI","15:50","15:49","70","61","-1","15:45","4","0","0","0","0","0"
"WN","05/30/2023","2255","N8755L","BWI","00:05","23:52","70","58","-13","23:48","4","0","0","0","0","0"
"WN","05/30/2023","2905","N8840Q","BWI","12:00","11:49","70","61","-11","11:45","4","0","0","0","0","0"
"WN","05/31/2022","0503","N7752B","BWI","18:10","18:21","70","62","11","18:18","3","0","0","0","0","0"
"WN","05/31/2022","0709","N8678E","BWI","22:55","23:14","70","67","19","23:11","3","0","0","0","0","19"
"WN","05/31/2022","1683","N8315C","BWI","14:50","14:37","70","62","-13","14:33","4","0","0","0","0","0"
"WN","05/31/2023","0675","N8547V","BWI","15:50","15:40","70","62","-10","15:37","3","0","0","0","0","0"
"WN","05/31/2023","2255","N8715Q","BWI","00:05","01:39","70","60","94","01:35","4","6","0","0","0","88"
"WN","05/31/2023","2905","N8329B","BWI","12:00","11:58","70","73","-2","11:54","4","0","0","0","0","0"

 SOURCE: Bureau of Transportation Statistics
